1523, 70032
1523, 81148
1523, 93156
1523, 161146
1523, 161150
1523, 161152
1523, 173224
1523, 185014
1523, 185024
1523, 205034
349, 73658
349, 93920
349, 141826
349, 154012
349, 173936
349, 173944
349, 181932
349, 185904
349, 185908
349, 185920
349, 185932
349, 185936
349, 185946
350, 70400
350, 70402
350, 70406
350, 73450
350, 93622
350, 105550
350, 105550
350, 141532
350, 141536
350, 141550
350, 153724
350, 153730
350, 161554
350, 161556
350, 161558
350, 165516
350, 173618
350, 173620
350, 173624
350, 173626
350, 185534
350, 185536
350, 201642
350, 201648
350, 201650
350, 205430
350, 212050
356, 64740
356, 72036
356, 72038
356, 75214
356, 75218
356, 83230
356, 83236
356, 91400
356, 91410
356, 91412
356, 91420
356, 115124
356, 131340
356, 143228
356, 143230
356, 155140
356, 155144
356, 163148
356, 171356
356, 171402
356, 175234
356, 195414
356, 195424
356, 195426
356, 195428
356, 195438
356, 195444
356, 203144
356, 210736
356, 220724
359, 75626
359, 75628
359, 91802
359, 103516
359, 111924
359, 115406
359, 115410
359, 115422
359, 131642
359, 135550
359, 135554
359, 143508
359, 151706
359, 151708
359, 155432
359, 163546
359, 171654
359, 183412
359, 183414
359, 183418
359, 195650
359, 195654
359, 195656
359, 195658
359, 221018
359, 221022
359, 221028
359, 224228
361, 65234
361, 80004
361, 92030
361, 92032
361, 92034
361, 151938
361, 151942
361, 151944
372, 72702
372, 80332
372, 83832
372, 120102
372, 132230
372, 183916
372, 200334
372, 214644
372, 224644
373, 100526
374, 72828
374, 80428
374, 84008
374, 84010
374, 84012
374, 92456
374, 100242
374, 112656
374, 112700
374, 140346
374, 140350
374, 160034
375, 140630
375, 214626
375, 214628
380, 65922
380, 73214
380, 80824
380, 84328
380, 92850
380, 92850
380, 92852
380, 100612
380, 120654
380, 120700
380, 120720
380, 124452
380, 140818
380, 152712
380, 180500
380, 200812
380, 204314
381, 192300
381, 192302
3891, 64420
3891, 82614
3891, 90612
3891, 114946
3891, 134758
3891, 142712
3891, 142716
3891, 150454
3891, 154946
3891, 154956
3891, 154958
3891, 155006
3891, 155010
3891, 155012
3891, 162840
3891, 174938
3891, 174940
3891, 174944
3891, 182756
3891, 182800
3891, 194750
3891, 194754
3891, 202650
3891, 212928
3891, 212932
3891, 212934
3891, 220316
3891, 223026
3891, 223030
3891, 223034
3891, 223036
3891, 223038
3893, 64806
3893, 64808
3893, 64810
3893, 71746
3893, 71748
3893, 71750
3893, 71752
3893, 71754
3893, 71756
3893, 71800
3893, 74738
3893, 82954
3893, 82956
3893, 90940
3893, 111028
3893, 163218
3894, 71008
3894, 71010
3894, 71014
3894, 74348
3894, 82408
3894, 82410
3894, 82414
3894, 82418
3894, 82420
3894, 82422
3894, 82424
3894, 82428
